name,fips,code,number,district,district_code,census_2010_white,census_2010_black,census_2010_latino,census_2010_api,census_2010_native,census_2010_other,acs_2015_pct_bachelor_ge25,acs_2015_pct_bachelor_white_ge25,acs_2015_median_hh_income,2016_pres_total,2016_pres_d,2016_pres_r,2016_pres_other,2012_pres_total,2012_pres_d,2012_pres_r,2012_pres_other,2008_pres_total,2008_pres_d,2008_pres_r,2008_pres_other,2016_house_total,2016_house_d,2016_house_r,2016_house_other,2014_house_total,2014_house_d,2014_house_r,2014_house_other,2012_house_d,2012_house_r,2012_house_other,2016_pvi,2012_pvi,2008_pvi,pop_total,pop_white,pop_black,pop_latino,pop_api,pop_native,pop_other,pop_total_ge18,pop_white_ge18,pop_black_ge18,pop_latino_ge18,pop_api_ge18,pop_native_ge18,pop_other_ge18
South Carolina,45,SC,4,South Carolina 4th,SC-04,72.6,18,6.3,2,0.2,0.9,30.2,35.4,"$50,015","301,747","103,975","181,634",,"274,554","99,387","170,679",,"270,855","102,178","164,088",,"295,670","91,676","198,648","5,346","149,049",0,"126,452","22,597","89,964","173,201",,-14.7,-15.2,-15.3,"661,218","462,755","124,400","48,816","13,999","1,306","9,942","501,815","364,448","90,394","31,395","10,134","1,014","4,430"
South Carolina,45,SC,5,South Carolina 5th,SC-05,68.2,26.4,3.1,1,0.4,0.8,23.1,26.4,"$45,802","306,200","118,791","175,391",,"286,200","124,832","157,710",,"274,280","120,264","150,734",,"273,006","105,772","161,669","5,565","175,145","71,985","103,078",82,"123,443","154,324",,-10.7,-7.8,-9.3,"660,216","435,695","180,407","24,958","6,535","3,008","9,613","498,138","339,933","131,638","15,457","4,837","2,094","4,179"
South Carolina,45,SC,6,South Carolina 6th,SC-06,39.1,54.4,4.1,1.1,0.4,0.9,19.2,27.4,"$34,566","266,848","178,159","80,741",,"275,266","195,131","77,299",,"273,907","191,945","79,266",,"253,901","177,947","70,099","5,855","173,432","125,747","44,311","3,374","218,717",0,,17.7,19.7,17.1,"665,721","239,031","377,877","31,149","6,676","2,354","8,634","514,995","201,500","279,964","21,343","5,585","1,837","4,766"
South Carolina,45,SC,7,South Carolina 7th,SC-07,66.8,27.5,3.4,0.8,0.6,0.8,20.6,24.4,"$41,473","298,237","116,645","173,046",,"279,085","124,002","152,230",,"271,678","123,103","145,666",,"289,463","112,744","176,468",251,"171,524","68,576","102,833",115,"122,389","153,068",,-10.8,-7.1,-7.9,"661,136","420,595","195,107","26,458","5,632","4,149","9,195","512,893","342,651","141,010","17,578","4,244","3,155","4,255"
South Dakota,46,SD,AL,South Dakota At-Large,SD-AL,87.8,1,2.1,0.9,6.9,1.1,27.5,29.3,"$53,017","370,047","117,442","227,701",,"363,809","145,039","210,610",,"381,975","170,924","203,054",,"369,973","132,810","237,163",0,"276,319","92,485","183,834",0,"153,789","207,640",,-17.1,-11.2,-8,"814,180","689,502","9,959","22,119","7,866","69,476","15,258","611,383","537,069","6,377","12,917","5,759","42,323","6,938"
Tennessee,47,TN,1,Tennessee 1st,TN-01,93.7,2.1,2.5,0.6,0.2,0.8,19.2,19.2,"$39,081","265,493","52,240","203,668",,"256,324","65,767","186,310",,"269,243","77,079","188,237",,"253,025","39,024","198,293","15,708","139,470",0,"115,533","23,937","47,663","182,252",,-30.7,-25.9,-24.6,"706,717","653,702","15,054","22,775","4,654","1,684","8,848","557,064","521,859","11,541","14,150","3,521","1,390","4,603"
Tennessee,47,TN,2,Tennessee 2nd,TN-02,88.9,5.7,2.8,1.4,0.3,1,29.9,30.5,"$49,841","290,193","86,214","188,956",,"276,952","85,525","186,368",,"294,421","101,603","188,283",,"280,856","68,401","212,455",0,"166,751","37,612","120,883","8,256","54,522","196,894",,-19.8,-20.5,-18.6,"702,769","613,371","42,845","23,843","9,890","1,771","11,049","549,646","488,678","31,323","15,212","7,504","1,402","5,527"
Tennessee,47,TN,3,Tennessee 3rd,TN-03,84.9,10.1,2.6,1.1,0.3,1,22.5,23.4,"$43,526","276,457","83,524","180,932",,"271,565","95,226","171,838",,"285,533","106,560","175,163",,"266,006","76,727","176,613","12,666","156,097","53,983","97,344","4,770","91,094","157,830",,-19.5,-16.3,-15.9,"705,326","586,894","75,983","22,228","7,957","1,929","10,335","550,020","466,957","55,693","14,272","6,054","1,567","5,477"
Tennessee,47,TN,4,Tennessee 4th,TN-04,85.2,7.7,4.4,1.5,0.3,1,21.6,22.3,"$49,312","276,582","75,831","189,613",,"260,182","86,133","169,977",,"272,380","97,643","170,600",,"254,937","89,141","165,796",0,"145,418","51,357","84,815","9,246","102,022","128,568",,-22.5,-18.3,-17.3,"706,861","586,940","56,789","38,525","10,760","2,088","11,759","534,051","454,758","41,181","23,364","7,807","1,650","5,291"
Tennessee,47,TN,5,Tennessee 5th,TN-05,65,23.1,7.5,2.7,0.3,1.4,36.4,42.6,"$51,554","276,959","156,608","105,776",,"273,794","152,939","116,229",,"296,073","170,190","122,232",,"273,544","171,111","102,433",0,"154,276","96,148","55,078","3,050","171,621","86,240",,8.6,4.9,4.5,"702,181","429,033","174,518","63,349","19,481","1,684","14,116","547,011","355,749","126,434","41,046","14,934","1,419","7,429"
Tennessee,47,TN,6,Tennessee 6th,TN-06,91.5,3.8,2.9,0.7,0.3,0.8,21.6,21.4,"$47,227","297,967","70,549","216,461",,"278,928","82,297","192,662",,"289,881","97,072","188,258",,"284,490","61,995","202,234","20,261","162,097","37,232","115,231","9,634",0,"184,383",,-26.5,-22,-19.7,"708,141","638,135","28,183","25,490","5,357","1,970","9,006","539,694","493,996","20,355","15,497","3,880","1,570","4,396"
Tennessee,47,TN,7,Tennessee 7th,TN-07,84.3,9.4,3.3,1.5,0.3,1.2,28.4,29.1,"$53,238","291,561","82,313","196,848",,"279,796","92,042","183,757",,"285,870","103,884","178,286",,"277,513","65,226","200,407","11,880","157,907","42,280","110,534","5,093","61,679","182,730",,-21.6,-18.6,-16.9,"703,960","581,125","67,578","28,766","10,908","2,182","13,401","522,321","440,345","49,038","17,362","7,856","1,709","6,011"
Tennessee,47,TN,8,Tennessee 8th,TN-08,76.7,18.6,2.2,1.5,0.2,0.8,28.5,30,"$55,100","296,672","91,025","196,702",,"305,053","100,213","201,645",,"316,873","110,590","203,070",,"282,733","70,925","194,386","17,422","172,595","42,433","122,255","7,907","79,490","190,923",,-19.5,-18.8,-18.4,"704,834","526,413","137,108","18,977","11,644","1,579","9,113","533,039","408,794","99,058","11,720","8,185","1,232","4,050"
Tennessee,47,TN,9,Tennessee 9th,TN-09,30.2,61.1,5.7,1.8,0.2,0.9,23.2,38.4,"$37,388","222,353","172,391","43,970",,"255,982","200,568","53,544",,"289,475","222,816","65,047",,"217,957","171,631","41,123","5,203","116,550","87,376","27,173","2,001","188,422","59,742",,28.6,27,23.7,"705,316","185,169","451,333","46,106","12,427","1,415","8,866","517,258","156,441","316,030","29,383","9,564","1,066","4,774"
Texas,48,TX,1,Texas 1st,TX-01,68.3,17.2,12.3,0.9,0.4,0.9,20.3,25.1,"$46,537","262,492","66,389","189,604",,"254,055","69,858","181,835",,"258,800","78,918","178,520",,"260,409","62,847","192,434","5,128","148,560","33,476","115,084",0,"67,222","178,322",,-25.2,-24.2,-23,"697,653","449,361","122,388","108,031","6,394","2,514","8,965","523,109","357,220","90,056","64,595","4,739","1,984","4,515"
Texas,48,TX,2,Texas 2nd,TX-02,54.3,9.2,27.8,7.3,0.3,1.2,40.1,49.7,"$74,246","277,873","119,659","145,530",,"249,569","88,751","157,094",,"243,439","91,087","150,665",,"278,236","100,231","168,692","9,313","150,026","44,462","101,936","3,628","80,512","159,664",,-6,-15.9,-16,"723,642","362,572","69,835","226,797","50,935","1,709","11,794","535,783","291,002","49,043","148,729","39,188","1,350","6,471"
Texas,48,TX,3,Texas 3rd,TX-03,65.3,8.1,12.8,11.8,0.4,1.6,52.6,54.1,"$86,565","318,536","129,384","174,561",,"272,664","93,290","175,383",,"267,545","100,440","165,158",,"316,467","109,420","193,684","13,363","138,280",0,"113,404","24,876",0,"187,180",,-8.5,-17.2,-15.9,"701,227","437,406","58,722","101,226","84,802","2,789","16,282","501,350","327,172","40,578","63,967","59,405","1,993","8,235"
Texas,48,TX,4,Texas 4th,TX-04,77.1,10.3,9.8,0.9,0.8,1.1,19.5,21.8,"$47,850","279,188","60,841","210,587",,"256,123","63,559","189,554",,"258,577","75,910","180,772",,"246,220",0,"216,643","29,577","115,085",0,"115,085",0,"60,214","182,679",,-28.7,-26.9,-24.1,"704,405","519,963","74,839","85,956","6,406","5,385","11,856","526,203","405,741","54,297","51,330","4,837","4,022","5,976"
Texas,48,TX,5,Texas 5th,TX-05,62.5,13.3,20.9,1.8,0.4,1,20,25.1,"$46,900","232,735","79,759","145,841",,"212,669","73,085","137,239",,"222,316","83,216","137,698",,"192,875",0,"155,469","37,406","104,262",0,"88,998","15,264","69,178","134,091",,-15.8,-17.2,-16,"687,716","395,476","94,652","172,350","12,674","2,883","9,681","503,906","314,945","67,157","105,195","9,294","2,250","5,065"
Texas,48,TX,6,Texas 6th,TX-06,58.5,17,17.9,4.9,0.4,1.3,29.8,33.4,"$62,290","274,848","115,272","148,945",,"253,795","103,444","146,985",,"259,993","109,854","148,503",,"273,296","106,667","159,444","7,185","150,996","55,027","92,334","3,635","98,053","145,019",,-7.5,-10.7,-11.2,"694,650","374,470","125,770","145,387","33,268","2,590","13,165","499,013","292,050","84,755","89,103","24,578","1,956","6,571"
Texas,48,TX,7,Texas 7th,TX-07,50.9,10.7,27.1,9.6,0.2,1.5,48.6,62.8,"$71,337","257,308","124,722","121,204",,"239,767","92,499","143,631",,"239,081","96,866","140,692",,"255,533","111,991","143,542",0,"143,219","49,478","90,606","3,135","85,553","142,793",,-0.4,-12.8,-12.9,"699,182","330,675","77,731","211,163","65,030","1,331","13,252","519,856","264,568","55,558","141,108","49,973","1,018","7,631"
Texas,48,TX,8,Texas 8th,TX-08,71.8,8.3,16.6,2,0.4,1,29.6,32.7,"$64,196","295,099","70,532","214,605",,"254,167","55,273","195,742",,"234,270","61,357","171,408",,"236,379",0,"236,379",0,"140,013",0,"125,066","14,947","51,051","194,043",,-26.4,-29.9,-27.3,"694,659","476,580","56,090","135,278","14,239","2,551","9,921","513,910","368,897","42,412","85,144","10,386","1,961","5,110"
Texas,48,TX,9,Texas 9th,TX-09,13.9,38.2,34,12.5,0.2,1.2,25.1,46.3,"$43,572","191,042","151,559","34,447",,"186,267","145,332","39,392",,"189,937","144,707","44,520",,"188,523","152,032","36,491",0,"86,003","78,109",0,"7,894","144,075","36,139",,30.4,26.7,22.8,"696,349","79,829","268,321","259,715","77,370","1,053","10,061","499,324","69,338","190,957","169,698","62,363",772,"6,196"
Texas,48,TX,10,Texas 10th,TX-10,61.8,9.5,22.8,4.4,0.3,1.2,38.3,46.3,"$70,494","315,133","135,984","164,912",,"270,136","104,839","159,714",,"264,035","112,866","148,867",,"312,600","120,170","179,221","13,209","176,460","60,243","109,726","6,491","95,710","159,783",,-5.9,-12.3,-10.6,"689,685","397,326","67,060","181,716","30,551","1,905","11,127","507,359","313,669","48,316","115,513","22,404","1,487","5,970"
Texas,48,TX,11,Texas 11th,TX-11,66.2,3.3,28.4,0.8,0.4,0.8,21,26.8,"$56,334","248,860","47,468","193,620",,"230,331","45,070","182,355",,"242,210","56,145","184,238",,"225,548",0,"201,871","23,677","119,574",0,"107,939","11,635","41,970","177,742",,-31.4,-32.1,-30.3,"716,106","440,232","24,198","235,860","5,313","3,058","7,445","537,073","355,583","17,930","152,538","4,106","2,398","4,518"
Texas,48,TX,12,Texas 12th,TX-12,70.7,7.2,17.3,3.1,0.5,1.2,30.1,34,"$62,274","282,691","92,549","177,939",,"249,826","79,147","166,992",,"252,637","89,718","161,030",,"283,115","76,029","196,482","10,604","158,730","41,757","113,186","3,787","66,080","175,649",,-16.9,-19.8,-17.9,"692,446","460,918","52,742","142,814","20,927","3,373","11,672","514,594","363,918","37,107","88,818","15,865","2,622","6,264"
Texas,48,TX,13,Texas 13th,TX-13,71.2,5.2,20.3,1.6,0.6,1,20.5,24.5,"$49,281","238,846","40,253","190,838",,"229,545","42,521","184,104",,"246,252","54,855","189,600",,"221,242",0,"199,050","22,192","131,451","16,822","110,842","3,787",0,"187,775",,-33.7,-33.2,-31.2,"697,818","466,233","36,270","169,542","11,664","4,324","9,785","518,568","369,280","27,066","105,177","8,457","3,271","5,317"
Texas,48,TX,14,Texas 14th,TX-14,56.9,19.8,19.2,2.8,0.4,1,24.2,30.4,"$57,520","263,381","101,228","153,191",,"248,073","97,958","147,213",,"243,755","102,902","139,304",,"259,685","99,054","160,631",0,"145,698","52,545","90,116","3,037","109,697","131,460",,-11.3,-12,-11.2,"699,852","372,487","141,256","154,676","19,462","2,350","9,621","524,374","298,262","103,606","100,850","14,630","1,888","5,138"
Texas,48,TX,15,Texas 15th,TX-15,19.4,1.7,77.3,1.2,0.1,0.4,18.7,33,"$41,993","184,358","104,454","73,689",,"151,351","86,941","62,885",,"146,097","83,924","61,282",,"177,479","101,712","66,877","8,890","90,184","48,708","39,016","2,460","89,296","54,056",,7.5,6.1,4.1,"693,850","112,499","10,009","560,294","7,323",833,"2,892","466,070","90,311","7,833","360,207","5,402",630,"1,687"
Texas,48,TX,16,Texas 16th,TX-16,17.1,3,77.5,1.4,0.3,0.7,24.3,42.7,"$45,316","192,692","130,784","52,334",,"157,414","100,993","54,315",,"169,232","109,387","58,764",,"175,229","150,228",0,"25,001","73,105","49,338","21,324","2,443","101,403","51,043",,20.3,13.1,11.4,"692,582","102,246","20,224","554,318","8,258","1,673","5,863","489,548","83,767","14,907","379,571","6,655","1,290","3,358"
Texas,48,TX,17,Texas 17th,TX-17,62.1,12.4,19.9,4.2,0.3,1.1,30.7,36.4,"$51,024","247,625","96,156","139,415",,"224,079","84,531","135,309",,"233,690","95,884","135,738",,"245,728","86,603","149,417","9,708","132,865","43,049","85,807","4,009",0,"143,284",,-10.3,-13.5,-12.3,"702,420","404,411","93,389","163,935","27,921","1,926","10,838","534,916","332,332","66,455","106,291","22,306","1,533","5,999"
Texas,48,TX,18,Texas 18th,TX-18,20,41,34,3.7,0.2,1,21,47.2,"$43,100","205,514","157,117","41,011",,"197,206","150,129","44,991",,"196,624","150,733","45,069",,"204,308","150,157","48,306","5,845","106,010","76,097","26,249","3,664","146,223","44,015",,28.2,25,23.3,"678,812","112,335","275,335","259,219","22,600","1,192","8,131","492,316","98,645","201,998","167,403","18,263",946,"5,061"
Texas,48,TX,19,Texas 19th,TX-19,62.2,5.7,29.4,1.4,0.4,0.9,20.5,27.7,"$47,305","228,008","53,519","165,384",,"217,619","54,461","160,141",,"236,363","66,122","168,553",,"203,475",0,"176,314","27,161","115,825","21,325","89,326","5,174",0,"163,239",,-26.7,-26.6,-25.5,"700,602","402,548","40,888","237,388","8,923","2,579","8,276","524,057","325,744","30,090","154,297","7,238","2,048","4,640"
Texas,48,TX,20,Texas 20th,TX-20,26.6,4.6,64.7,2.8,0.2,1.1,23.3,40.6,"$49,404","216,952","132,363","74,386",,"187,835","110,663","74,540",,"197,670","115,579","80,667",,"187,669","149,640",0,"38,029","87,964","66,554",0,"21,410","119,032","62,376",,12.9,7.8,5.2,"690,154","160,686","30,256","471,362","17,201","1,408","9,241","503,169","133,794","23,311","325,369","13,904","1,162","5,629"
Texas,48,TX,21,Texas 21st,TX-21,66.8,3.3,25,3.3,0.3,1.3,44.6,48.6,"$65,254","358,985","152,528","188,335",,"314,591","119,220","188,241",,"314,971","133,581","178,531",,"356,031","129,765","202,967","23,299","188,996",0,"135,660","53,336","109,326","187,015",,-6.4,-13.2,-10.9,"681,608","431,913","23,008","191,587","21,680","2,061","11,359","539,982","360,906","17,714","134,775","17,610","1,734","7,243"
Texas,48,TX,22,Texas 22nd,TX-22,48.2,11.9,22.1,16.1,0.2,1.4,44.7,47,"$95,048","306,777","135,525","159,717",,"255,043","93,582","158,452",,"234,671","91,137","142,073",,"305,543","123,679","181,864",0,"151,566","47,844","100,861","2,861","80,203","160,668",,-5.2,-14.8,-14.6,"697,318","315,103","85,562","170,341","110,977","1,627","13,708","494,113","238,141","58,990","109,325","79,484","1,128","7,045"
Texas,48,TX,23,Texas 23rd,TX-23,28.5,3,66.2,1.3,0.3,0.6,21.1,40,"$53,917","231,365","115,154","107,276",,"196,410","94,420","99,666",,"193,782","96,871","95,679",,"228,965","107,526","110,577","10,862","115,429","55,037","57,459","2,933","96,676","87,547",,0.7,-3.3,-3.4,"708,786","178,386","19,772","494,151","8,277","2,448","5,752","495,646","141,227","15,098","328,070","6,327","1,703","3,221"
Texas,48,TX,24,Texas 24th,TX-24,57.3,9.6,20.4,10.7,0.4,1.5,44.7,49.7,"$68,161","276,137","122,872","140,128",,"249,080","94,634","150,547",,"260,216","105,822","152,453",,"275,635","108,389","154,845","12,401","144,073","46,548","93,712","3,813","87,645","148,586",,-4.4,-13.4,-12.7,"692,820","369,026","67,928","163,450","75,547","2,548","14,321","523,431","300,066","50,162","106,984","56,185","1,959","8,075"
Texas,48,TX,25,Texas 25th,TX-25,72.8,6.9,15.4,3,0.4,1.4,37,40.3,"$65,706","313,111","125,949","172,476",,"270,807","102,433","162,279",,"274,061","117,402","153,998",,"310,196","117,073","180,988","12,135","177,883","64,463","107,120","6,300","98,827","154,245",,-8.9,-13.3,-10.4,"720,956","501,121","51,446","130,598","20,534","2,860","14,397","536,383","390,735","37,261","82,717","15,929","2,165","7,576"
Texas,48,TX,26,Texas 26th,TX-26,71.5,6.7,14.8,5,0.5,1.5,41.6,44.5,"$79,738","318,854","109,536","194,033",,"263,196","80,828","177,941",,"259,505","90,791","166,877",,"319,080","94,507","211,730","12,843","141,470",0,"116,944","24,526","74,237","176,642",,-15,-20.7,-18.5,"697,278","477,663","47,134","119,418","35,223","3,420","14,420","496,578","355,054","33,163","73,639","25,067","2,448","7,207"
Texas,48,TX,27,Texas 27th,TX-27,47.3,5.1,45.1,1.5,0.3,0.8,19.3,28.5,"$50,764","234,367","85,589","140,787",,"217,772","83,158","131,821",,"226,488","91,083","133,839",,"230,580","88,329","142,251",0,"131,047","44,152","83,342","3,553","83,395","120,684",,-13.3,-13.3,-13.2,"704,891","301,421","36,021","348,745","9,886","1,862","6,956","520,958","246,166","26,768","234,901","7,608","1,493","4,022"
Texas,48,TX,28,Texas 28th,TX-28,21.1,4.1,72.9,1.1,0.2,0.6,18.4,27.3,"$45,054","188,600","110,023","72,518",,"168,874","101,843","65,372",,"158,418","92,557","65,066",,"184,442","122,086","57,740","4,616","76,136","62,508",0,"13,628","112,456","49,309",,9.2,8.9,5,"703,920","125,348","27,911","537,837","6,738",979,"5,107","477,030","100,833","19,779","347,567","5,241",781,"2,829"
Texas,48,TX,29,Texas 29th,TX-29,14.7,10,72.8,1.8,0.2,0.5,9.1,18.3,"$40,871","133,642","95,027","34,011",,"114,901","75,720","37,909",,"112,823","70,286","41,843",,"131,982","95,649","31,646","4,687","46,143","41,321",0,"4,822","86,053",0,,22.5,14.7,9,"696,907","81,252","67,088","532,612","10,863",946,"4,146","470,400","69,200","46,888","342,595","8,519",722,"2,476"
Texas,48,TX,30,Texas 30th,TX-30,21.3,44.7,30.8,2,0.3,0.9,20,40.9,"$42,439","220,711","174,528","40,333",,"220,565","175,637","43,333",,"223,182","175,237","47,144",,"208,826","170,502","31,518","6,806","105,793","93,041",0,"12,752","171,059","41,222",,30.1,28.2,25.1,"707,252","122,052","312,089","250,571","12,519","1,874","8,147","501,433","106,974","224,226","154,296","9,805","1,481","4,651"
Texas,48,TX,31,Texas 31st,TX-31,63.6,10.5,19.5,4.3,0.4,1.7,35.2,39.9,"$65,377","287,510","117,181","153,823",,"242,714","92,842","144,634",,"241,425","103,359","135,601",,"284,588","103,852","166,060","14,676","143,028","45,715","91,607","5,706","82,977","145,348",,-7.9,-12.9,-10.4,"697,292","415,111","75,808","157,062","29,353","2,626","17,332","500,711","318,431","52,498","97,882","21,508","2,021","8,371"
Texas,48,TX,32,Texas 32nd,TX-32,57.7,11.4,21.9,7.3,0.3,1.3,43,54.2,"$66,375","278,080","134,895","129,701",,"256,873","106,563","146,420",,"266,302","117,231","147,226",,"229,171",0,"162,868","66,303","156,096","55,325","96,495","4,276","99,288","146,653",,-0.1,-9.8,-9.4,"703,008","372,416","85,748","180,602","50,022","2,393","11,827","527,032","304,242","60,015","115,579","38,575","1,841","6,780"
Texas,48,TX,33,Texas 33rd,TX-33,19.9,16.9,59.7,2.4,0.3,0.8,10.4,22.4,"$39,246","129,653","94,513","30,787",,"120,480","86,686","32,641",,"131,182","90,180","40,290",,"126,369","93,147","33,222",0,"50,592","43,769",0,"6,823","85,114","30,252",,24.3,20.7,15.4,"703,224","110,752","111,975","456,788","15,121","1,933","6,655","475,960","94,662","80,378","284,093","11,539","1,504","3,784"
Texas,48,TX,34,Texas 34th,TX-34,18.2,1.4,79.3,0.7,0.1,0.3,14.6,26.1,"$35,642","171,969","101,796","64,767",,"149,511","90,885","57,303",,"149,742","90,178","58,707",,"166,961","104,638","62,323",0,"79,877","47,503","30,811","1,563","89,606","52,448",,10,9.4,6.9,"694,345","103,425","7,818","576,009","4,230",780,"2,083","476,984","86,991","6,624","378,169","3,310",596,"1,294"
Texas,48,TX,35,Texas 35th,TX-35,29.8,9.6,57.7,1.6,0.3,1.1,18.9,34.5,"$43,831","200,576","128,535","61,136",,"167,467","105,545","57,989",,"176,150","111,790","62,764",,"197,576","124,612","62,384","10,580","96,225","60,124","32,040","4,061","105,626","52,894",,16.7,12.6,10.4,"681,404","174,918","63,659","423,076","9,492","1,692","8,567","490,339","146,243","46,859","282,682","8,013","1,337","5,205"
Texas,48,TX,36,Texas 36th,TX-36,69.2,9,18.3,2.2,0.5,0.9,18.2,20.1,"$56,885","254,447","64,225","183,176",,"240,433","61,786","175,883",,"238,206","70,543","165,899",,"218,565",0,"193,675","24,890","133,842","29,543","101,663","2,636","62,143","165,405",,-25.2,-26,-23.9,"700,735","459,185","63,876","151,047","14,623","3,111","8,893","518,256","358,575","46,424","94,967","11,167","2,362","4,761"
Utah,49,UT,1,Utah 1st,UT-01,84.8,1,10.2,1.9,0.9,1.2,28.7,31.6,"$63,334","280,442","62,733","139,503",,"250,278","51,098","193,672",,"237,027","69,594","160,433",,"277,455","73,381","182,928","21,146","130,341","36,422","84,231","9,688","60,611","175,487",,-20.1,-31.1,-23.4,"692,099","573,688","6,533","81,381","11,728","6,139","12,630","467,487","396,442","4,458","47,836","8,900","4,257","5,594"
Utah,49,UT,2,Utah 2nd,UT-02,80.9,1,12.5,3.5,0.9,1.2,31.2,34,"$55,339","283,699","90,686","130,525",,"255,201","74,556","173,513",,"244,925","94,123","143,331",,"276,841","93,780","170,542","12,519","144,695","47,585","88,915","8,195","83,176","154,523",,-10.1,-21.9,-14,"687,939","537,386","7,660","100,891","23,309","6,109","12,584","484,976","392,132","4,859","60,768","17,011","4,269","5,937"
Utah,49,UT,3,Utah 3rd,UT-03,85.7,0.5,8.6,2.5,1.5,1.3,39.6,41.9,"$66,007","289,923","67,461","136,782",,"265,856","51,791","208,121",,"249,389","73,625","168,358",,"285,305","75,716","209,589",0,"142,580","32,059","102,952","7,569","60,719","198,828",,-18.1,-32,-23.3,"694,412","583,303","3,748","67,323","15,969","10,614","13,455","474,644","406,992","2,238","40,634","11,672","6,991","6,117"
Utah,49,UT,4,Utah 4th,UT-04,79,1,14,4.1,0.6,1.3,28.6,31.2,"$67,632","277,311","89,796","108,421",,"246,066","74,368","165,294",,"220,996","90,328","123,909",,"274,569","113,413","147,597","13,559","147,168","67,425","74,936","4,807","119,803","119,035",,-5.8,-20.9,-11.5,"689,428","527,335","8,010","108,745","27,079","4,219","14,040","465,748","367,999","4,852","65,256","18,894","2,921","5,826"
Vermont,50,VT,AL,Vermont At-Large,VT-AL,95.2,0.8,1.3,1.2,0.3,1.2,36.9,37.1,"$56,990","315,067","178,573","95,369",,"297,247","199,239","92,698",,"323,582","219,262","98,974",,"295,334","264,414",0,"30,920","191,504","123,349","59,432","8,723","209,312","67,543",,14.1,16.3,15.2,"625,741","590,223","5,943","9,208","8,015","2,023","10,329","496,508","472,559","3,840","6,328","5,993","1,619","6,169"
Virginia,51,VA,1,Virginia 1st,VA-01,72.6,15.9,6.7,2.8,0.4,1.6,33.5,,"$79,107","395,289","162,931","211,991",,,"162,594","207,064",,"350,900","157,681","190,532",,"384,601","140,785","230,213","13,603",,,,,,,,-7.7,-8,-8.4,"729,738","512,126","117,020","57,806","20,683","2,700","19,403","543,207","394,220","86,289","36,587","15,419","2,083","8,609"
Virginia,51,VA,2,Virginia 2nd,VA-02,67.5,19,5.8,5.2,0.3,2.1,32.3,,"$79,928","321,068","145,762","156,694",,,"154,555","161,834",,"325,889","159,604","163,349",,"310,568","119,440","190,475",653,,,,,,,,-2.9,-3.1,-4.3,"726,772","471,381","143,930","48,835","36,696","2,455","23,475","561,599","379,294","106,772","32,593","29,363","1,963","11,614"
Virginia,51,VA,3,Virginia 3rd,VA-03,46.6,44.3,4.3,2.6,0.4,1.9,26.2,,"$50,686","323,422","205,746","103,064",,,"227,877","105,722",,"337,112","225,226","109,737",,"312,340","208,337","103,289",714,,,,,,,,15.5,16.3,13.6,"725,881","314,335","334,899","35,829","17,338","2,475","21,005","551,449","256,762","244,068","23,818","14,136","1,965","10,700"
Virginia,51,VA,4,Virginia 4th,VA-04,52,40.3,3.9,2,0.4,1.4,28.8,,"$51,055","362,532","212,677","134,676",,,"216,462","138,038",,"345,391","209,561","133,306",,"346,656","200,136","145,731",789,,,,,,,,10.1,9.1,7.4,"726,856","361,079","302,297","32,388","13,498","2,767","14,827","563,650","293,118","227,121","21,895","11,285","2,235","7,996"
Virginia,51,VA,5,Virginia 5th,VA-05,74.6,20,2.6,1.6,0.2,1,26.5,30.3,"$50,572","365,403","154,665","195,190",,"358,689","164,555","188,485",,"350,173","167,909","178,914",,"356,756","148,339","207,758",659,"204,945","73,482","124,735","6,728","149,214","193,009",,-6.9,-5.4,-5.3,"727,430","531,419","148,300","22,992","11,196","1,543","11,980","574,403","428,547","114,688","15,096","9,149","1,232","5,691"
Virginia,51,VA,6,Virginia 6th,VA-06,83.7,10.2,3.5,1.4,0.2,1,26.2,27.6,"$49,269","345,500","120,596","206,303",,"334,864","132,153","197,045",,"327,937","137,671","186,860",,"338,409","112,170","225,471",768,"179,708",0,"133,898","45,810","111,949","211,278",,-14.2,-11.8,-11.3,"727,451","593,604","78,117","31,032","10,464","1,695","12,539","572,758","479,361","58,202","19,903","8,007","1,372","5,913"
Virginia,51,VA,7,Virginia 7th,VA-07,71.6,17.5,5.3,4.1,0.2,1.3,38.6,,"$71,893","392,168","172,544","198,032",,,"166,624","206,495",,"359,899","164,397","192,600",,"379,163","160,159","218,057",947,,,,,,,,-4.6,-7.3,-7.6,"726,234","504,560","128,464","44,586","30,782","1,757","16,085","544,939","390,024","95,203","28,755","22,542","1,325","7,090"
Virginia,51,VA,8,Virginia 8th,VA-08,56.4,13,17,11.1,0.2,2.2,59.6,75.8,"$100,644","367,885","270,415","76,854",,"359,743","243,746","111,518",,"345,506","235,673","105,215",,"360,676","246,653","98,387","15,636","203,076","128,102","63,810","11,164","226,847","107,370",,26.8,16.6,15.4,"725,805","388,871","98,510","135,375","79,777","1,464","21,808","578,936","326,656","75,513","98,658","64,213","1,164","12,732"
Virginia,51,VA,9,Virginia 9th,VA-09,91.3,5,1.6,1.2,0.2,0.8,20.7,20.5,"$42,174","316,740","86,463","217,837",,"311,291","108,641","196,354",,"306,770","123,420","179,003",,"310,314","87,877","212,838","9,599","162,815",0,"117,465","45,350","116,400","184,882",,-22.7,-16.3,-12.9,"727,353","659,263","36,335","13,904","8,287","1,185","8,379","584,866","534,081","28,990","9,226","6,991",975,"4,603"
